,address,city,country,description,distanceFromCenter,field1,field8,friendlyUrl,id,lat,long,name,postalCode,province
27,1444 Union Avenue,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'downtown', 'Eligibility': 'people in need', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'office: Monday to Friday 9h00 to 17h00, lunch: last Sunday of the month', 'WebsiteAddress': 'www.montrealcathedral.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'administrator@montrealcathedral.ca', 'FeeStructureSource': 'free', 'MetaDescription': 'CHRIST CHURCH CATHEDRAL - SOCIAL SERVICE SOCIETY : Lunch every last Sunday of the month.Distribution of Christmas food vouchers to charitable organizations.', 'ApplicationProcess': 'on site', 'Phone1Number': '514 843-6577 ext. 241'}}",0.405650565322398,25558723,BD-5000.8300,christ-church-cathedral-social-service-society-25558723,1740038,45.50436,-73.5708,christ church cathedral - social service society,H3A 2B8,QC
28,"400 De Maisonneuve Boulevard West, Suite 720",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': 'caregivers of seniors', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 9h00 to 17h00, Info-aidant helpline: Monday to Friday 8h00 to 20h00', 'WebsiteAddress': 'www.lappui.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@lappui.org', 'FeeStructureSource': 'free', 'MetaDescription': ""APPUI NATIONAL (L') : Info-aidant: Helpline for caregivers of seniors.Administration of the Caregiver service and Web portal"", 'ApplicationProcess': '', 'Phone1Number': '1 855 852-7784'}}",0.432931677764251,18764991,TD-6500 * YZ-1350; RP-1400.8000-145; TJ-3000.8000 * YD-3300,appui-national-l-18764991,1736082,45.50349,-73.57218,appui national (l'),H3A 1L4,QC
29,"980 Saint-Antoine Street West, Suite 605",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': 'people living with a visual disability or with mental health problem', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h30 to 12h00 and 13h00 to 16h30', 'WebsiteAddress': 'www.horizon-travail.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@horizon-travail.org', 'FeeStructureSource': 'free', 'MetaDescription': 'SERVICES DE PLACEMENT HORIZON-TRAVAIL : Workforce external service. Integration in the labor market of visually impaired persons or people living with a mental health problem.Support pertaining to job search, job search techniques and socio-professionalÂ\xa0i', 'ApplicationProcess': 'by phone', 'Phone1Number': '514 933-1141'}}",0.447704416177204,18760372,YH-6000.0700; YH-1800.1100; ND-9000 * YF-9000; ND-9000 * YZ-5000,services-de-placement-horizon-travail-18760372,1732217,45.49793,-73.5652,services de placement horizon-travail,H3C 1A8,QC
30,"415 Saint-Antoine Street West, 2nd floor",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al', 'Eligibility': 'autonomous low-income households with or without children, without housing or facing the loss of their housing because of a disaster, an evacuation by municipal inspectors, an eviction (households with children) or having difficulties finding housing', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h30 to 12h00 and 13h00 to 16h30, June 27th and 28th 2019: 8h00 to 18h00, June 29th to 30th and July 1st 2019: 8h30 to 12h00 and 13h00 to 20h00, by appointment', 'WebsiteAddress': 'www.omhm.qc.ca/en/about-us/referral-service', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'servicedereference@omhm.qc.ca', 'FeeStructureSource': 'free', 'MetaDescription': ""OFFICE MUNICIPAL D'HABITATION DE MONTR\\xC9AL - SERVICE DE R\\xC9F\\xC9RENCE : Housing search assistance for Montr\\xE9al renter households facing the loss of their housing or about to become homeless as a result of a disaster, evacuation, etc. Housing search assistance."", 'ApplicationProcess': '', 'Phone1Number': '514 868-4002'}}",0.46533198790943503,26934729,BH-3900.3050-440; BH-3900.7000 * YV-3000.1800; BH-3900.3100 * YB-0500; DD-1500.4650; BH-3900.7000 * YV-3000.3000; TH-2600; BH-3900.7000 * YV-0400; BH-3900.7000 * YX-1800.2000,office-municipal-dhabitation-de-montreal-service-de-reference-26934729,1730808,45.50257,-73.56142,office municipal d'habitation de montr\xE9al - service de r\xE9f\xE9rence,H2Z 1H8,QC
31,"415 Saint-Antoine Street West, Suite 202",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Metropolitan Community', 'Eligibility': 'HLM: individuals and families on a low or moderate income who have lived in the territory of the Montr\\xE9al Metropolitan Community for 12 months in the 24 months preceding their application, PSL: landlords wanting to register their vacant housing as affordable for people on a low income', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'information: Monday to Friday 8h30 to 12h00 and 13h00 to 16h30, requests for maintenance, repairs and extermination: 7 days, 7h00 to 23h00, emergency and security: 24/7, complaints: Monday to Thursday 8h30 to 12h00', 'WebsiteAddress': 'www.omhm.qc.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': '', 'MetaDescription': ""OFFICE MUNICIPAL D'HABITATION DE MONTR\\xC9AL - HEAD OFFICE : ManagementÂ\xa0and administration of housing and housing programs. Low-rent housing (HLM).Rent supplement program (PSL).Qu\\xE9bec affordable housing program.Acc\\xE8s-Logis program.Referral.Assessment and ran"", 'ApplicationProcess': '', 'Phone1Number': '514 872-6442'}}",0.46533198790943503,18760248,BH-8300.3000; BH-7000.4600-600 * YB-8000; BH-3900.3050-440; DD-1500.4650; TB-3000.0400; BH-7000.4600-600 * YB-0500,office-municipal-dhabitation-de-montreal-head-office-18760248,1736249,45.50257,-73.56142,office municipal d'habitation de montr\xE9al - head office,H2Z 1H8,QC
32,"1004, Saint-Antoine Street West",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': ""people 16 years old and over, living with a long term occupational disability (physical or mental health, physical or intellectual disabilities), referred by their Centre local d'emploi"", 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday, Tuesday, Thursday, Friday 8h30 to 12h00 and 13h00 to 16h30, Wednesday 10h00 to 12h00 and 13h00 to 16h30', 'WebsiteAddress': 'www.mtess.gouv.qc.ca/services-a-la-clientele/centre-local-emploi', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': '', 'MetaDescription': ""CENTRES LOCAUX D'EMPLOI - CENTRE DE SERVICES SP\\xC9CIALIS\\xC9S CENTRE-VILLE : Specialized services regarding job market integration process and last-resort financial assistance. Processing of applications for social solidarity with severe employment constraint."", 'ApplicationProcess': '', 'Phone1Number': '514 872-4310'}}",0.468856834205549,18767752,NL-1000.6350; TD-0300.6400,centres-locaux-demploi-centre-de-services-specialises-centre-ville-18767752,1729809,45.49763,-73.56563,centres locaux d'emploi - centre de services sp\xE9cialis\xE9s centre-ville,H3C 3R7,QC
33,"1550 Metcalfe Street, Suite 600-M",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': 'professionals (accountants, lawyers, notaries, tax experts, economists, etc.) active in the field of taxation and financial planification', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h30 to 16h30', 'WebsiteAddress': 'www.apff.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'apff@apff.org', 'FeeStructureSource': 'regular membership: $430, full time student or professor: $155, public servant: $325, 65 years and over: $155, young practitioner: $155, principal corporate member: $1 500', 'MetaDescription': 'ASSOCIATION DE PLANIFICATION FISCALE ET FINANCI\\xC8RE : Independent organization dedicated to the advancement and dissemination of knowledge and betterment of its members skills related to taxation. Representation of member with taxÂ\xa0authorities to better tax', 'ApplicationProcess': 'registration on the website', 'Phone1Number': '1 877 866-2733'}}",0.48869993997381905,18762177,TN-4900; TN-4600; FT-4800; TB-0700.2050-020,association-de-planification-fiscale-et-financiere-18762177,1734270,45.50116,-73.57348,association de planification fiscale et financi\xE8re,H3A 1X6,QC
34,"1550 Metcalfe Street, Suite 1200",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al', 'Eligibility': 'officials and employees, contractors, citizens', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h30 to 17h00', 'WebsiteAddress': 'www.bigmtl.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'big@bigmtl.ca', 'FeeStructureSource': '', 'MetaDescription': ""MONTR\\xC9AL - CITY - BUREAU DE L'INSPECTEUR G\\xC9N\\xC9RAL : Promotion of integrity and prevention of fraudulent tactics in the attribution and execution of contracts for the City of Montr\\xE9al and its associated organizations. Surveillance of contracts attribution a"", 'ApplicationProcess': '', 'Phone1Number': '514 280-2800'}}",0.48869993997381905,39759497,DD-1500.4150-450; FN-1500.2050,montreal-city-bureau-de-linspecteur-general-39759497,1734634,45.50116,-73.57348,montr\xE9al - city - bureau de l'inspecteur g\xE9n\xE9ral,H3A 1X6,QC
35,"Gare Windsor, 1100 Canadiens-de-Montr\xE9al Avenue, Suite 350",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': 'public, engineers', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h30 to 17h00, July and August: Monday to Thursday 8h30 to 17h00, Friday 8h30 to 12h00', 'WebsiteAddress': 'www.oiq.qc.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'dirgen@oiq.qc.ca', 'FeeStructureSource': '', 'MetaDescription': 'ORDRE DES ING\\xC9NIEURS DU QU\\xC9BEC : Professional order. Protection of the public.Supervision of the practice and control of the access to the practice of the profession.Complaints reception.Professional directory:Â\xa0', 'ApplicationProcess': '', 'Phone1Number': '1 800 461-6141'}}",0.48986501871401306,18760776,TN-1900,ordre-des-ingenieurs-du-quebec-18760776,1734643,45.49738,-73.56856,ordre des ing\xE9nieurs du qu\xE9bec,H3B 2S2,QC
36,"380 Saint-Antoine Street West, Suite 3200",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': 'people of all ages living with arthritis, summer camp: children from 8 to 16 years old', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 9h00 to 17h00', 'WebsiteAddress': 'www.arthritis.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@qc.arthritis.ca', 'FeeStructureSource': '', 'MetaDescription': 'ARTHRITIS SOCIETY - QU\\xC9BEC DIVISION : Aide entrAIDE: support, self-help and information program.Referral to support groups.Forums and conferences.Phone information.Online videos, courses, workshops and advice from a rheumatologist.Publications and informa', 'ApplicationProcess': 'by phone and email only', 'Phone1Number': '1 800 321-1433'}}",0.510941799496078,18760551,PN-8100.3000 * YF-3000.0800; PL-6400.1500-850 * YF-3000.0800; TJ-3200.5000 * YF-3000.0800; LH-2700.1700 * YF-3000.0800,arthritis-society-quebec-division-18760551,1738859,45.5024,-73.56078,arthritis society - qu\xE9bec division,H2Y 3X7,QC
37,"380 Saint-Antoine Street West, Suite 6000",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Greater Montr\\xE9al', 'Eligibility': 'immigrant with a permanent resident status, living in Canada since 5 years or less, available for job search, partners of foreign workers', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': '', 'WebsiteAddress': 'interconnexion.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@ccmm.ca', 'FeeStructureSource': 'free', 'MetaDescription': 'INTERCONNEXION : Professional accompaniment activitiesÂ\xa0for newcomers searching for a job in their field of expertise. Speed interviews:Â\xa07 minutes interviews with about 10 companies.Networking activities to developeÂ\xa0interpersonal skills and enlarge the pro', 'ApplicationProcess': 'fill in the registration form online', 'Phone1Number': '514 871-4200'}}",0.510941799496078,49400842,ND-6500.3300; ND-9000 * YE-3500.4000,interconnexion-49400842,1734620,45.5024,-73.56078,interconnexion,H2Y 3X7,QC
38,"276 Saint-Jacques Street West, Suite 100",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Montr\\xE9al Island', 'Eligibility': 'job seekers, including people who have particular difficulties entering the labour market, individual and families receiving the governmental last-resort assistance or on a low income, employers and companies, people 16 years and over coping with a long term occupational disability (physical or mental health, physical or intellectual disabilities), sponsored immigrants on or awaiting welfare and their sponsors', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday, Tuesday, Thursday and Friday 8h30 to 12h00 and 13h00 to 16h30, Wednesday 10h00 to 12h00 and 13h00 to 16h30', 'WebsiteAddress': 'www.mtess.gouv.qc.ca/services-a-la-clientele/directions-regionales/index_en.asp', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': '', 'FeeStructureSource': '', 'MetaDescription': ""SERVICES QU\\xC9BEC - DIRECTION R\\xC9GIONALE DE L'\\xCELE-DE-MONTR\\xC9AL : Finder of local employment centres:"", 'ApplicationProcess': '', 'Phone1Number': '514 725-5221'}}",0.520154003705933,58267515,ND-1500; ND-6500.9500; NL-1000.6350 * YE-6970; TB-0900.8000-800; TD-0300.6400; DT-8700.6500; FT-1030; TJ-3200.2500-650; NL-1000.6350 * YE-3500.7000; NL-1000.6350,services-quebec-direction-regionale-de-lile-de-montreal-58267515,1729811,45.50098,-73.56066,services qu\xE9bec - direction r\xE9gionale de l'\xEEle-de-montr\xE9al,H2Y 1N3,QC
39,1050 Jeanne-Mance Street,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Greater Montr\\xE9al', 'Eligibility': 'women in difficulty or homeless, Dahlia centre: only for former residents of Maison Olga', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 10h30 to 16h00', 'WebsiteAddress': 'www.laruedesfemmes.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@laruedesfemmes.org', 'FeeStructureSource': 'meals at the day centre, emergency shelter and 1st month of housing: free, Maison Olga: 60% of the income, Dahlia center: 50% of the income', 'MetaDescription': 'HERSTREET : Day centre: meals and a place to rest.Support, counselling, crisis intervention, individual counselling, referral and accompaniment.Maison Olga: meals included, short or medium term shelter, emergency beds.Dahlia centre: 2-year long supervised', 'ApplicationProcess': '', 'Phone1Number': '514 284-9665'}}",0.554288368035719,18762110,BD-5000.8300; BH-1800.3500; BH-1800.8500 * YV-3000.7500; BH-8600 * YV-3000.7500; BH-8400.3000 * YV-3000.7500; BH-1800.8500-170,herstreet-18762110,1738310,45.50527,-73.56231,herstreet,H2Z 1L7,QC
40,"2045 Stanley Street, Suite 101",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': 'general public, notaries', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h30 to 17h00', 'WebsiteAddress': 'www.cnq.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'information@cnq.org', 'FeeStructureSource': '', 'MetaDescription': ""CHAMBRE DES NOTAIRES DU QU\\xC9BEC : Professional association of notaries of Qu\\xE9bec. Protection of the public and monitoring of the practice.Promotion of the preventive legal practice.Organ donors' consents registry.Grant program for university research in th"", 'ApplicationProcess': '', 'Phone1Number': '1 800 263-1793'}}",0.5603084946429561,18760355,TN-4600; FT-2700.9500; FT-6900.1500-900; FT-4800; LH-0500.6350; FT-2700.0500-450; FT-4500.4550,chambre-des-notaires-du-quebec-18760355,1734564,45.49932,-73.5736,chambre des notaires du qu\xE9bec,H3A 2V4,QC
41,"2045 Stanley Street, Suite 101",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Province of Qu\\xE9bec', 'Eligibility': '', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Friday 8h30 to 17h00', 'WebsiteAddress': 'www.cnq.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'information@cnq.org', 'FeeStructureSource': '', 'MetaDescription': 'INFO-JURIDIQUE 1-800-NOTAIRE : Frontline notarial information by phone.', 'ApplicationProcess': '', 'Phone1Number': '1 800 668-2473'}}",0.5603084946429561,18767440,TJ-3200.4500; FT-2700.9500; FT-6900.1500-900; FT-6900.1815; FT-2700.0500-450; FT-3000.6800,info-juridique-1-800-notaire-18767440,1736707,45.49932,-73.5736,info-juridique 1-800-notaire,H3A 2V4,QC
42,1501 de Bleury Street,Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Canada', 'Eligibility': 'general public, education sector, arts and culture sector, film and television sector, digital sector, public libraries', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'lundi au vendredi 9h00 \\xE0 19h00', 'WebsiteAddress': 'www.nfb.ca', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'webmaster@nfb.ca', 'FeeStructureSource': 'none', 'MetaDescription': 'NATIONAL FILM BOARD OF CANADA : Production and distribution of documentary, animation, and interactive works.Educational content and activities linked to cinema.Online store.', 'ApplicationProcess': 'by phone or email', 'Phone1Number': '1 800 267-7710'}}",0.579945587624625,18760646,TA-2000,national-film-board-of-canada-18760646,1733920,45.50687,-73.5681,national film board of canada,H3A 0H3,QC
43,"666 Sherbrooke Street West, Suite 2101",Ville-Marie,Canada,"{'AllFields': {'CoverageArea': 'Ville-Marie, Westmount', 'Eligibility': 'people 15 to 35 years old', 'Phone1IsPrivate': False, 'PhysicalAddressIsPrivate': 'No', 'HoursOfOperation': 'Monday to Thursday 9h00 to 17h00, Friday 13h00 to 16h00', 'WebsiteAddress': 'www.cjemontreal.org', 'PhysicalCounty': 'Montr\\xE9al', 'VideoUrl': '', 'EmailAddressMain': 'info@cjemontreal.org', 'FeeStructureSource': 'none', 'MetaDescription': 'CARREFOUR JEUNESSE-EMPLOI MONTR\\xC9AL CENTRE-VILLE : Job search assistance.Back-to-school assistance.Artistic entrepreneurship assistance.Multi-services room with computers, wi-fi, fax, telephone and reference tools.', 'ApplicationProcess': 'by phone, email or in person', 'Phone1Number': '514 875-9770'}}",0.5884444197419121,18761841,ND-6500.9800,carrefour-jeunesse-emploi-montreal-centre-ville-18761841,1733895,45.50503,-73.57311,carrefour jeunesse-emploi montr\xE9al centre-ville,H3A 1E7,QC
